City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,chernyshevskiy,63.0128,112.4714,-28.1,100,59,1.1,RU,1698703576
288,sabha,27.0377,14.4283,23.4,24,5,3.12,LY,1698703577
289,ust'-ilimsk,58.0006,102.6619,-9.76,94,72,1.79,RU,1698703578
290,dudinka,69.4058,86.1778,-16.85,97,100,0.89,RU,1698703578
291,reggane,26.7158,0.1714,30.94,12,51,2.71,DZ,1698703499
292,kayangel,8.0823,134.7173,28.52,74,28,3.24,PW,1698703579
293,zaraza,9.3503,-65.3245,29.13,63,95,1.24,VE,1698703580
294,svendborg,55.0598,10.6068,9.98,95,78,2.7,DK,1698703580
295,araioses,-2.89,-41.9031,27.99,74,0,8.23,BR,1698703581
296,penon blanco,24.7897,-104.0369,13.58,81,97,4.28,MX,1698703581
297,tieling,42.2931,123.8414,12.89,88,84,4.64,CN,1698703582
298,brandon,27.9378,-82.2859,30.11,65,0,3.6,US,1698703317
299,ha'il,27.5219,41.6907,16.01,88,0,2.06,SA,1698703583
300,mahibadhoo,3.7833,72.9667,27.31,76,22,3.22,MV,1698703583
301,karratha,-20.7377,116.8463,27.1,66,50,5.49,AU,1698703584
302,lugu,23.7464,120.7525,19.57,81,77,1.18,TW,1698703584
303,el fahs,36.3742,9.9065,20.32,69,100,2.38,TN,1698703585
304,ridder,50.355,83.5133,4.61,100,100,2.23,KZ,1698703585
305,nova vicosa,-17.8919,-39.3719,24.65,75,93,6.61,BR,1698703585
306,kipushi,-11.7667,27.2333,19.27,81,100,1.54,CD,1698703586
307,grenville,12.1167,-61.6167,30.03,77,100,7.76,GD,1698703475
308,taltal,-25.4,-70.4833,20.21,63,22,2.36,CL,1698703587
309,khandyga,62.6667,135.6,-9.92,95,100,2.37,RU,1698703588
310,midvagur,62.0511,-7.1939,3.46,81,40,3.6,FO,1698703570
311,muriae,-21.1306,-42.3664,25.0,93,87,1.31,BR,1698703391
312,mugia,43.1041,-9.2179,15.09,74,4,7.07,ES,1698703299
313,louisville,38.2542,-85.7594,7.29,77,100,4.02,US,1698703592
314,pionerskiy,54.9508,20.2275,11.19,84,100,4.45,RU,1698703592
315,zaozersk,69.4005,32.4476,-6.35,91,100,4.33,RU,1698703593
316,bamboo flat,11.7,92.7167,26.05,89,40,1.54,IN,1698703593
317,klyuchi,52.2667,79.1667,6.63,91,100,4.04,RU,1698703594
318,witu,-2.3889,40.4382,26.09,97,5,1.95,KE,1698703595
319,shuangjiang,26.1547,109.7138,14.35,82,100,0.91,CN,1698703595
320,solnechnyy,50.7214,136.6319,0.57,70,56,0.79,RU,1698703596
321,adi keyh,14.8444,39.3772,14.25,84,61,1.85,ER,1698703597
322,lompoc,34.6391,-120.4579,27.66,28,0,6.17,US,1698703593
323,san mateo del mar,16.2,-95.0,30.12,61,61,12.87,MX,1698703480
324,plettenberg bay,-34.0527,23.3716,12.93,74,0,4.88,ZA,1698703601
325,callao,-12.0667,-77.15,21.16,68,0,8.75,PE,1698703602
326,dickinson,29.4608,-95.0513,11.66,83,100,6.69,US,1698703602
327,franklin,39.9667,-83.0166,7.54,79,75,4.12,US,1698703370
328,zeya,53.75,127.2667,-8.06,65,53,1.45,RU,1698703603
329,saint-philippe,-21.3585,55.7679,23.77,82,27,4.25,RE,1698703604
330,vega de alatorre,20.0333,-96.6333,22.67,88,83,12.12,MX,1698703604
331,pankrushikha,53.8319,80.3406,-1.79,97,100,2.65,RU,1698703605
332,nikolayevsk-on-amure,53.1406,140.73,-1.46,86,12,2.12,RU,1698703605
333,laguna,38.421,-121.4238,24.49,27,0,2.57,US,1698703605
334,ramanuj ganj,23.8,83.7,17.48,74,82,1.54,IN,1698703606
335,puerto ayacucho,5.6639,-67.6236,31.34,62,15,1.73,VE,1698703606
336,copala,16.65,-98.9833,28.95,78,65,2.03,MX,1698703607
337,buka,40.8108,69.1986,17.42,41,98,1.01,UZ,1698703374
338,kapuskasing,49.4169,-82.4331,-3.28,72,80,2.28,CA,1698703608
339,ayr,55.4627,-4.6339,5.99,75,40,6.69,GB,1698703608
340,vorkuta,67.5,64.0,-11.26,86,100,3.59,RU,1698703608
341,onega,63.9061,38.1404,-2.72,85,98,3.17,RU,1698703609
342,drahichyn,52.1874,25.1597,10.63,91,98,3.13,BY,1698703609
343,lae,-6.7221,146.9847,23.48,94,100,1.66,PG,1698703610
344,siocon,7.7061,122.1353,25.68,85,99,1.53,PH,1698703610
345,tutoia,-2.7619,-42.2744,26.48,79,72,7.13,BR,1698703611
346,soest,51.5756,8.1062,13.79,95,100,2.43,DE,1698703611
347,fort mcmurray,56.7268,-111.381,-0.27,47,0,4.12,CA,1698703520
348,diu,20.7141,70.9822,24.88,46,43,2.92,IN,1698703612
349,gilgit,35.9221,74.3087,13.15,39,1,2.49,PK,1698703613
350,basyun,30.9398,30.8134,21.53,88,50,2.6,EG,1698703613
351,sarupathar,26.1984,93.8094,19.28,90,55,0.61,IN,1698703614
352,tolanaro,-25.0319,46.9987,22.93,91,100,1.6,MG,1698703614
353,nagqu,31.5,92.0,-6.64,88,100,0.97,CN,1698703615
354,mizdah,31.4451,12.9801,22.01,26,12,3.13,LY,1698703616
355,antsiranana,-12.2787,49.2917,24.72,81,100,6.29,MG,1698703616
356,gaspe,48.8334,-64.4819,1.55,66,100,0.46,CA,1698703617
357,marquette,46.5333,-87.6335,-0.1,54,100,3.13,US,1698703437
358,madras,13.0878,80.2785,26.65,88,75,2.06,IN,1698703551
359,bafoulabe,13.8065,-10.8321,26.93,65,45,1.52,ML,1698703618
360,aldama,22.9167,-98.0667,23.05,60,78,4.7,MX,1698703618
361,pitimbu,-7.4706,-34.8086,26.33,73,17,4.08,BR,1698703619
362,necochea,-38.5473,-58.7368,10.72,54,2,3.6,AR,1698703588
363,kalabo,-14.97,22.6814,22.96,68,100,1.85,ZM,1698703620
364,ivins,37.1686,-113.6794,17.29,16,0,1.34,US,1698703621
365,asosa,10.0667,34.5333,16.44,89,88,2.2,ET,1698703621
366,maragogi,-9.0122,-35.2225,25.14,69,63,4.5,BR,1698703622
367,arkhangel'sk,64.5401,40.5433,-8.26,97,42,1.88,RU,1698703622
368,santanyi,39.3546,3.1291,19.66,55,46,8.81,ES,1698703623
369,nago,26.5881,127.9761,22.47,73,18,5.11,JP,1698703623
370,broken hill,-31.95,141.4333,13.13,54,85,9.08,AU,1698703624
371,berdigestyakh,62.0989,126.6992,-25.75,100,98,1.07,RU,1698703624
372,mumbwa,-14.9783,27.0619,20.11,80,82,3.21,ZM,1698703625
373,aykhal,66.0,111.5,-20.88,99,100,2.6,RU,1698703561
374,loei,17.4167,101.5,18.95,97,100,0.75,TH,1698703626
375,sao joao da ponte,-15.9292,-44.0078,29.15,37,97,1.48,BR,1698703627
376,uzhur,55.3036,89.8339,-5.3,81,100,1.74,RU,1698703627
377,san luis de la loma,17.2706,-100.8939,28.82,88,34,1.7,MX,1698703621
378,vyaz'ma,55.2104,34.2951,7.14,96,95,4.33,RU,1698703628
379,alavus,62.5833,23.6167,-13.05,95,56,1.52,FI,1698703629
380,selfoss,63.9331,-20.9971,0.58,80,24,3.03,IS,1698703629
381,imbituba,-28.24,-48.6703,18.88,100,100,0.34,BR,1698703494
382,dossor,47.5272,52.9811,5.9,77,27,2.98,KZ,1698703630
383,qarazhal,48.0078,70.7903,7.61,78,100,5.59,KZ,1698703631
384,macon,39.8667,-88.9668,4.37,56,100,4.12,US,1698703621
385,kashgar,39.4547,75.9797,12.33,37,62,1.2,CN,1698703634
386,nizhniy odes,63.6445,54.856,-7.14,96,96,2.29,RU,1698703635
387,streator,41.1209,-88.8354,4.26,52,3,0.45,US,1698703547
388,la ronge,55.1001,-105.2842,-3.32,37,6,2.59,CA,1698703636
389,melfort,52.8667,-104.6177,-4.93,58,61,5.14,CA,1698703341
390,severo-yeniseyskiy,60.3725,93.0408,-18.59,99,75,1.0,RU,1698703558
391,el porvenir,13.7617,-87.3458,25.63,99,96,1.11,HN,1698703638
392,st. john's,47.5649,-52.7093,4.26,75,100,4.63,CA,1698703518
393,argo,37.6333,22.7333,18.86,73,0,1.97,GR,1698703503
394,guasdualito,7.2424,-70.7324,28.96,74,60,1.95,VE,1698703640
395,lautoka,-17.6167,177.4667,29.92,66,20,5.14,FJ,1698703547
396,jiran,24.3167,74.8833,21.53,43,99,2.57,IN,1698703641
397,igarka,67.4667,86.5833,-17.66,97,96,1.6,RU,1698703642
398,jiuquan,39.7432,98.5174,9.3,26,94,0.17,CN,1698703642
399,peterhead,57.5058,-1.7981,6.22,58,56,9.7,GB,1698703643
400,lazaro cardenas,17.9583,-102.2,28.58,76,8,3.14,MX,1698703577
401,gadzhiyevo,69.2551,33.3362,-5.56,90,100,8.71,RU,1698703502
402,oranjemund,-28.55,16.4333,15.22,77,2,4.69,NA,1698703644
403,soio,-6.1349,12.3689,26.03,87,26,4.58,AO,1698703605
404,holualoa,19.6228,-155.9522,27.15,71,20,4.12,US,1698703636
405,ostrovskoye,57.8057,42.2433,-1.08,98,95,2.41,RU,1698703646
406,weyburn,49.6668,-103.8511,-5.88,53,67,11.32,CA,1698703444
407,mankapur,27.0333,82.2333,20.33,59,77,1.14,IN,1698703647
408,shihezi,44.3,86.0333,12.21,51,98,3.09,CN,1698703492
409,lukolela,-1.0605,17.1821,23.85,85,100,0.97,CD,1698703649
410,kavaratti,10.5669,72.642,27.5,77,100,3.01,IN,1698703610
411,vila velha,-20.3297,-40.2925,25.97,82,0,6.69,BR,1698703598
412,san antonio de pale,-1.4014,5.6325,26.5,85,88,6.0,GQ,1698703653
413,dalandzadgad,43.5708,104.425,5.42,70,9,2.72,MN,1698703654
414,puerto lopez,4.0845,-72.956,29.84,70,100,0.71,CO,1698703654
415,sangsong-ni,39.1694,126.8856,9.19,94,1,1.72,KP,1698703655
416,morris,40.8334,-74.5329,12.85,83,100,4.63,US,1698703356
417,udachny,66.4167,112.4,-21.2,100,96,2.0,RU,1698703613
418,calatayud,41.3535,-1.6432,8.64,67,19,7.83,ES,1698703657
419,balqash,46.8481,74.995,11.62,84,100,3.07,KZ,1698703657
420,iringal,11.5593,75.611,25.02,88,100,1.36,IN,1698703658
421,tabou,4.423,-7.3528,24.84,91,81,1.37,CI,1698703659
422,tolmezzo,46.4075,13.0175,14.68,100,100,3.18,IT,1698703660
423,tara,56.8944,74.371,-8.28,89,74,4.3,RU,1698703661
424,sabancuy,18.9667,-91.1833,28.14,67,43,5.08,MX,1698703661
425,kuching,1.55,110.3333,27.23,100,20,0.0,MY,1698703586
426,praia da vitoria,38.7333,-27.0667,18.75,90,70,5.45,PT,1698703644
427,bishkul,54.7803,69.1033,-2.41,96,100,4.36,KZ,1698703663
428,pariaman,-0.619,100.12,23.03,88,100,0.92,ID,1698703663
429,darnah,32.767,22.6367,22.84,77,4,4.89,LY,1698703600
430,formosa,-26.1775,-58.1781,25.99,75,40,2.06,AR,1698703666
431,madang,-5.2246,145.7966,24.76,92,100,1.08,PG,1698703667
432,tanah merah,5.8,102.15,23.38,98,84,0.63,MY,1698703668
433,yanykurgan,43.915,67.2481,11.01,86,100,5.78,KZ,1698703668
434,port augusta,-32.5,137.7667,14.57,68,35,5.05,AU,1698703482
435,bayanaul,50.7889,75.6956,6.99,80,100,4.54,KZ,1698703670
436,douglas,41.3,-96.167,6.4,35,0,5.66,US,1698703375
437,tanaina,61.6269,-149.4281,8.01,59,0,2.68,US,1698703672
438,palmer,42.1584,-72.3287,10.55,86,75,2.06,US,1698703676
439,kargil,34.5667,76.1,1.27,47,0,1.3,IN,1698703678
440,timmins,48.4669,-81.3331,-1.1,43,75,4.63,CA,1698703524
441,puente alto,-33.6167,-70.5833,15.8,62,100,4.12,CL,1698703600
442,suva,-18.1416,178.4415,27.71,83,75,3.6,FJ,1698703506
443,ivanteyevka,55.9711,37.9208,8.44,99,100,2.68,RU,1698703681
444,tromso,69.6496,18.957,-0.99,86,75,4.12,NO,1698703682
445,lethem,3.3803,-59.7968,29.21,58,88,2.16,GY,1698703682
446,bairnsdale,-37.8333,147.6167,13.36,65,8,1.34,AU,1698703683
447,al hoceima,35.2433,-3.9309,19.61,71,95,3.11,MA,1698703684
448,andapa,-14.65,49.65,18.18,99,94,0.72,MG,1698703684
449,tomarza,38.4472,35.7992,5.8,43,100,1.13,TR,1698703685
450,kerikeri,-35.2268,173.9474,18.28,95,97,0.45,NZ,1698703660
451,cabedelo,-6.9811,-34.8339,26.37,72,26,4.33,BR,1698703618
452,gwadar,25.1216,62.3254,25.04,79,5,1.87,PK,1698703686
453,ananindeua,-1.3656,-48.3722,28.95,74,40,4.12,BR,1698703687
454,letterkenny,54.95,-7.7333,9.94,88,100,5.79,IE,1698703687
455,cova figueira,14.8905,-24.2934,23.91,70,24,1.57,CV,1698703688
456,yichun,47.7,128.9,-0.28,58,100,1.2,CN,1698703693
457,murghob,38.1702,73.9667,-2.29,65,59,1.85,TJ,1698703694
458,sao joao da barra,-21.6403,-41.0511,25.05,89,94,6.55,BR,1698703695
459,qui nhon,13.7667,109.2333,23.6,93,100,1.28,VN,1698703696
460,abu jibeha,11.4562,31.2285,25.45,70,64,1.37,SD,1698703697
461,arenapolis,-14.4503,-56.8461,27.93,67,80,5.77,BR,1698703698
462,gumdag,39.2061,54.5906,17.42,43,81,7.57,TM,1698703698
463,alappuzha,9.49,76.3264,25.17,89,100,1.64,IN,1698703698
464,turbat,26.0023,63.044,26.04,63,3,1.18,PK,1698703699
465,galliano,29.4422,-90.2992,23.0,60,40,9.26,US,1698703700
466,noumea,-22.2763,166.4572,22.99,59,3,3.45,NC,1698703509
467,ampanihy,-24.7,44.75,21.1,83,100,2.85,MG,1698703700
468,flin flon,54.7682,-101.865,-6.09,63,100,4.63,CA,1698703701
469,santiago de cao,-7.9589,-79.2392,19.07,88,75,5.14,PE,1698703702
470,al ghayzah,16.2079,52.176,25.41,76,98,2.27,YE,1698703702
471,hell-ville,-13.4,48.2667,26.79,73,100,5.25,MG,1698703703
472,rikaze,29.25,88.8833,1.66,56,0,1.04,CN,1698703703
473,greater sudbury,46.49,-80.99,1.54,68,100,2.68,CA,1698703528
474,alta,69.9689,23.2717,-2.41,86,40,1.03,NO,1698703704
475,santa ana de yacuma,-13.75,-65.4333,34.95,34,100,4.25,BO,1698703704
476,port douglas,-16.4833,145.4667,23.62,63,67,3.61,AU,1698703705
477,white hall,34.274,-92.091,10.84,50,0,4.63,US,1698703706
478,tchintabaraden,15.8969,5.7985,28.45,10,76,4.21,NE,1698703706
479,mushie,-3.0167,16.9,21.91,97,96,0.96,CD,1698703707
480,undurkhaan,47.3194,110.6556,-8.58,95,25,1.32,MN,1698703707
481,ambodifotatra,-16.9833,49.85,25.4,80,7,3.62,MG,1698703708
482,nuku'alofa,-21.1333,-175.2,27.19,78,20,7.72,TO,1698703509
483,fort bragg,35.139,-79.006,28.08,49,0,4.63,US,1698703653
484,langsa,4.4683,97.9683,23.96,93,100,0.9,ID,1698703709
485,poronaysk,49.2167,143.1167,4.66,88,61,2.17,RU,1698703665
486,ulsteinvik,62.3432,5.8487,3.75,61,0,3.13,NO,1698703710
487,ghanzi,-21.5667,21.7833,19.97,75,39,7.48,BW,1698703710
488,puerto deseado,-47.7503,-65.8938,5.66,43,100,8.95,AR,1698703711
489,hami,42.8,93.45,10.81,40,48,1.54,CN,1698703687
490,tralee,52.2704,-9.7026,7.96,92,13,1.81,IE,1698703672
491,yorkton,51.2167,-102.4677,-5.62,63,92,6.69,CA,1698703668
492,rio preto da eva,-2.6994,-59.6997,31.64,44,93,1.26,BR,1698703701
493,arraial do cabo,-22.9661,-42.0278,24.92,88,0,2.06,BR,1698703640
494,manggar,-2.8833,108.2667,26.36,85,80,3.54,ID,1698703716
495,yaroslavskiy,44.1683,132.2072,6.89,84,26,1.28,RU,1698703717
496,ankang,32.68,109.0172,14.73,83,65,0.61,CN,1698703636
497,berkovitsa,43.2361,23.1258,14.19,47,45,3.17,BG,1698703718
498,l'ancienne-lorette,46.7939,-71.3519,2.02,95,100,1.54,CA,1698703718
499,ust'-barguzin,53.45,108.9833,-6.18,61,12,1.78,RU,1698703719
500,fes,34.0372,-4.9998,19.14,100,75,1.54,MA,1698703626
501,concepcion,-36.827,-73.0498,12.89,58,0,7.72,CL,1698703575
502,beloyarskiy,63.7119,66.6722,-12.22,97,100,1.79,RU,1698703720
503,salekhard,66.53,66.6019,-12.09,96,100,1.89,RU,1698703720
504,pervomayskiy,53.2485,40.2871,9.94,83,100,7.33,RU,1698703721
505,shadrinsk,56.0852,63.6335,-7.38,97,94,2.37,RU,1698703721
506,tucuma,-0.1833,-50.05,27.4,74,26,5.01,BR,1698703722
507,porto murtinho,-21.6989,-57.8825,32.76,43,94,1.89,BR,1698703722
508,kyshtovka,56.555,76.6271,-6.48,76,94,4.47,RU,1698703560
509,malvan,16.0667,73.4667,26.32,78,39,1.43,IN,1698703559
510,geraldton,-28.7667,114.6,16.23,48,0,5.66,AU,1698703674
511,pangai,-19.8,-174.35,24.48,87,100,9.08,TO,1698703724
512,ajaccio,42.0,8.9167,21.03,88,75,7.72,FR,1698703725
513,gananoque,44.3334,-76.1661,6.04,86,100,2.2,CA,1698703725
514,vrangel',42.7297,133.0839,11.56,95,46,0.5,RU,1698703725
515,kingston,17.997,-76.7936,29.58,82,94,2.24,JM,1698703726
516,crane,31.3974,-102.3501,6.64,39,59,3.69,US,1698703726
517,neiafu,-18.65,-173.9833,28.38,78,75,5.66,TO,1698703727
518,muynoq,43.7683,59.0214,10.88,68,0,8.58,UZ,1698703727
519,severnoye,56.3491,78.3619,-6.68,76,96,4.02,RU,1698703728
520,copainala,17.0833,-93.2,25.35,71,97,3.36,MX,1698703728
521,howard springs,-12.497,131.047,28.26,80,59,2.1,AU,1698703623
522,beato antonio,38.7333,-9.1034,16.75,64,20,0.0,PT,1698703729
523,souillac,-20.5167,57.5167,24.09,84,13,4.31,MU,1698703729
524,pathein,16.7833,94.7333,24.35,89,92,2.16,MM,1698703730
525,zalari,53.5584,102.5065,-6.09,67,40,1.26,RU,1698703730
526,borogontsy,62.6683,131.1683,-12.9,93,100,3.07,RU,1698703731
527,san andres calpan,19.1,-98.45,21.08,33,75,3.6,MX,1698703731
528,newman,37.3138,-121.0208,24.03,32,2,1.34,US,1698703541
529,pandan,14.0453,124.1694,26.86,87,100,6.27,PH,1698703713
530,banja luka,44.7758,17.1856,23.65,32,61,5.66,BA,1698703597
531,vernon,50.2581,-119.2691,7.39,52,31,0.51,CA,1698703556
532,farasan,16.7022,42.1183,30.17,62,23,1.76,SA,1698703734
533,vegreville,53.5001,-112.0518,-1.71,60,100,3.55,CA,1698703734
534,howrah,22.5892,88.3103,25.0,83,18,1.54,IN,1698703701
535,basco,20.4487,121.9702,26.4,74,100,8.26,PH,1698703735
536,dakhla,23.6848,-15.958,20.78,85,0,5.04,EH,1698703691
537,alcantara,-2.4089,-44.4147,28.11,80,8,2.66,BR,1698703737
538,remire-montjoly,4.9167,-52.2667,29.02,84,20,3.6,GF,1698703694
539,baotou,40.6522,109.8222,10.24,41,22,1.58,CN,1698703738
540,huilong,31.8111,121.655,17.74,84,0,3.58,CN,1698703738
541,mana,5.6592,-53.7767,27.05,84,8,4.68,GF,1698703632
542,ribeira brava,32.65,-17.0667,21.51,91,99,4.4,PT,1698703739
543,kibungo,-2.1597,30.5427,19.51,89,9,0.96,RW,1698703740
544,tefe,-3.3542,-64.7114,32.06,70,0,1.03,BR,1698703614
545,port hedland,-20.3167,118.5667,23.03,94,17,3.09,AU,1698703740
546,new plymouth,-39.0667,174.0833,18.51,60,100,3.64,NZ,1698703741
547,yuzhno-kurilsk,44.0306,145.8556,7.99,76,55,3.38,RU,1698703741
548,gordonvale,-17.0936,145.7842,24.95,79,63,2.49,AU,1698703742
549,prince george,53.9166,-122.753,6.81,44,0,1.54,CA,1698703461
550,keflavik,64.0049,-22.5624,4.24,70,75,6.17,IS,1698703706
551,kudahuvadhoo,2.6708,72.8944,27.58,72,37,3.0,MV,1698703743
552,piton saint-leu,-21.2196,55.3151,22.06,69,40,3.09,RE,1698703744
553,caleta olivia,-46.4393,-67.5281,8.89,37,99,4.88,AR,1698703744
554,sovetskiy,61.3614,63.5842,-8.39,86,100,3.13,RU,1698703745
555,jodiya bandar,22.7167,70.2833,28.18,46,0,1.36,IN,1698703746
556,whangarei,-35.7317,174.3239,16.24,99,100,2.45,NZ,1698703747
557,sur,22.5667,59.5289,25.82,65,6,3.62,OM,1698703747
558,singkil,-7.9855,111.4161,23.93,89,12,1.39,ID,1698703749
559,altamira,-3.2033,-52.2064,30.36,41,69,0.85,BR,1698703750
560,brisas de zicatela,15.8369,-97.0419,30.29,54,20,3.6,MX,1698703751
561,labytnangi,66.6572,66.4183,-12.3,96,100,0.86,RU,1698703751
562,marsa alam,25.0757,34.8918,25.52,69,0,0.93,EG,1698703752
563,yaren,-0.5472,166.916,28.44,69,62,1.76,NR,1698703753
564,semily,50.6019,15.3355,15.89,90,100,5.27,CZ,1698703753
565,ormara,25.2088,64.6357,26.54,69,11,2.6,PK,1698703701
566,asaita,11.5636,41.4394,26.64,65,9,4.92,ET,1698703754
567,ujae,8.9322,165.7642,28.34,79,100,9.72,MH,1698703755
568,bikenibeu village,1.3673,173.1241,26.98,83,75,2.57,KI,1698703629
569,isangel,-19.55,169.2667,24.09,60,50,5.7,VU,1698703603
570,kotabumi,-4.8333,104.9,23.07,86,9,0.82,ID,1698703757
571,roma,43.2128,-75.4557,6.09,88,100,3.6,US,1698703758
572,mutuali,-14.8706,37.0044,23.11,74,11,2.37,MZ,1698703759
573,kirensk,57.7853,108.1119,-7.24,62,100,1.34,RU,1698703759
